LocalAuthorityName	SiteCode	SiteName	SiteType	DateClosed	DateOpened	Latitude	Longitude
Wandsworth	WA1	Wandsworth - Garratt Lane	Roadside	1996-02-26 00:00:00	1995-04-01 00:00:00	51.4548722085	-0.193003999857021
Wandsworth	WA4	Wandsworth - High Street	Roadside	2007-08-30 08:45:00	1998-01-31 23:00:00	51.4564354037312	-0.191157408342927
Wandsworth	WAC	Wandsworth - Lavender Hill (Clapham Jct)	Roadside		2016-04-14 00:00:00	51.4636903568111	-0.166713485994806
Wandsworth	WA9	Wandsworth - Putney	Urban Background		2011-01-04 00:00:00	51.4650325059122	-0.215824580947572
Wandsworth	WA7	Wandsworth - Putney High Street	Kerbside		2009-07-09 00:00:00	51.463429	-0.215871
Wandsworth	WA8	Wandsworth - Putney High Street Facade	Roadside		2010-04-23 00:00:00	51.4637206047191	-0.215890144123119
Wandsworth	WA3	Wandsworth - Roehampton	Rural	2000-11-24 13:45:00	1994-10-31 00:00:00	51.4569204685076	-0.245562490498382
Wandsworth	WA6	Wandsworth - Tooting	Roadside	2009-08-28 13:30:00	2008-07-01 00:00:00	51.425284	-0.164452
Wandsworth	WAB	Wandsworth - Tooting High Street	Roadside		2015-06-11 00:00:00	51.429331	-0.166524
Wandsworth	WA2	Wandsworth - Wandsworth Town Hall	Urban Background		1994-10-11 14:00:00	51.456962	-0.191074
Westminster	CE2	Waterloo Place (The Crown Estate)	Roadside		2020-12-21 00:00:00	51.5075819137762	-0.133068372704093
Westminster	BP0	Westminster - Bridge Place	Urban Background	1999-11-21 13:45:00	1990-07-03 00:00:00	51.4938505656999	-0.143808451030166
Westminster	WMA	Westminster - Buckingham Palace Road	Roadside	2020-04-27 10:00:00	2018-02-18 00:00:00	51.4932327916861	-0.147391757027028
Westminster	WMC	Westminster - Cavendish Square	Roadside	2023-06-08 00:00:00	2018-05-31 12:00:00	51.5168016452062	-0.145657269364411
Westminster	WM4	Westminster - Charing Cross Library	Roadside	2011-01-11 00:00:00	2007-02-01 00:00:00	51.510205	-0.128177
Westminster	WM5	Westminster - Covent Garden	Urban Background		2009-07-10 00:00:00	51.5119769825798	-0.12162720332856
Westminster	GV2	Westminster - Duke Street (Grosvenor)	Roadside		2019-08-22 16:00:00	51.5129998832095	-0.150913488159214
Westminster	GV1	Westminster - Ebury Street (Grosvenor)	Roadside		2018-12-11 09:00:00	51.493492	-0.149906
Westminster	WMD	Westminster - Elizabeth Bridge	Roadside		2020-04-27 00:00:00	51.4922482333024	-0.147114752900186
Westminster	WM0	Westminster - Horseferry Road	Urban Background		2001-07-17 00:00:00	51.494681	-0.131938
Westminster	MY1	Westminster - Marylebone Road	Kerbside		1997-05-26 12:00:00	51.52254	-0.15459
Westminster	MY7	Westminster - Marylebone Road FDMS	Kerbside	2021-12-21 08:00:00	2004-01-22 12:00:00	51.52254	-0.15459
Westminster	WM6	Westminster - Oxford Street	Kerbside		2011-01-01 00:00:00	51.5139287404213	-0.152792701881935
Westminster	WMZ	Westminster - Oxford Street 2	Kerbside	2016-09-08 00:00:00	2016-05-13 00:00:00	51.5139287404213	-0.152792701881935
Westminster	WMB	Westminster - Oxford Street East	Roadside	2023-06-08 00:00:00	2018-06-05 00:00:00	51.516066	-0.13516388
Westminster	NB1	Westminster - Strand (Northbank BID)	Roadside		2015-04-28 00:00:00	51.5119701188277	-0.116713103528546
Westminster	WM8	Westminster - Victoria	Urban Background	2016-04-04 00:00:00	2014-01-06 00:00:00	51.497066177578	-0.142438820740121
Westminster	WM9	Westminster - Victoria (Victoria BID)	Roadside	2017-09-20 00:00:00	2016-08-08 00:00:00	51.4977331829735	-0.14424140916201
Westminster	VS1	Westminster - Victoria Street	Kerbside	2008-04-01 00:00:00	2003-05-02 15:00:00	51.4992450135925	-0.131285173980659
